,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,L.Walker o9.5 Pts,GarageGuyChase,-118,1.0,1.847457627118644,Brooklyn Nets,L.Walker,Miami Heat,0,0.847457627118644,Y,0.9,1,0.8,1,0.9,1
1,1,J.Jaquez o8.5 Pts,the_degenerates,-120,1.0,1.8333333333333333,Miami Heat,J.Jaquez,Brooklyn Nets,1,0.8333333333333335,Y,0.5454545454545454,1,1.0,1,0.6,1
2,2,M.Bridges o23.5 Pts,the_degenerates,-104,1.04,2.04,Brooklyn Nets,M.Bridges,Miami Heat,0,1.0,N,0.2727272727272727,0,0.4,0,0.3,0
3,3,D.Robinson u15.5 Pts,SBK5065,-125,0.63,1.134,Miami Heat,D.Robinson,Brooklyn Nets,1,0.5040000000000001,N,0.7272727272727273,1,0.6,1,0.7,1
4,4,L.Walker o9.5 Pts,cowhitchurch,-115,0.5,0.934782608695652,Brooklyn Nets,L.Walker,Miami Heat,0,0.4347826086956521,Y,0.9,1,0.8,1,0.9,1
5,5,J.Jaquez o8.5 Pts,cowhitchurch,-140,0.5,0.8571428571428572,Miami Heat,J.Jaquez,Brooklyn Nets,1,0.3571428571428572,Y,0.5454545454545454,1,1.0,1,0.6,1
6,6,M.Bridges o3.5 Ast,cowhitchurch,-135,0.5,0.8703703703703703,Brooklyn Nets,M.Bridges,Miami Heat,0,0.3703703703703703,Y,0.6363636363636364,1,0.6,1,0.6,1
7,7,L.Walker o9.5 Pts,TheBMatt,-120,0.5,0.9166666666666669,Brooklyn Nets,L.Walker,Miami Heat,0,0.4166666666666667,Y,0.9,1,0.8,1,0.9,1
8,8,J.Jaquez o9.5 Pts,TheBMatt,-120,0.5,0.9166666666666669,Miami Heat,J.Jaquez,Brooklyn Nets,1,0.4166666666666667,Y,0.3636363636363636,0,0.8,1,0.4,0
9,9,J.Butler u23.5 Pts,PropBomb,-119,1.19,2.19,Miami Heat,J.Butler,Brooklyn Nets,1,1.0,N,0.7777777777777778,1,0.6,1,0.7777777777777778,1
10,10,J.Butler u5.5 Ast,SBK5065,-140,0.5,0.8571428571428572,Miami Heat,J.Butler,Brooklyn Nets,1,0.3571428571428572,Y,0.8888888888888888,1,0.8,1,0.8888888888888888,1
11,11,C.Johnson o4.5 Rebs,Noto,-140,1.4,2.4,Brooklyn Nets,C.Johnson,Miami Heat,0,1.0,N,1.0,1,1.0,1,1.0,1
12,13,J.Jaquez o8.5 Pts,SBK5065,-120,0.5,0.9166666666666669,Miami Heat,J.Jaquez,Brooklyn Nets,1,0.4166666666666667,Y,0.8571428571428571,1,0.8,1,0.8571428571428571,1
13,14,M.Bridges o3.5 Ast,JoeDellera,-135,0.56,0.9748148148148148,Brooklyn Nets,M.Bridges,Miami Heat,0,0.4148148148148148,Y,0.5454545454545454,1,1.0,1,0.6,1
14,15,L.Walker o9.5 Pts,SBK5065,-115,0.87,1.6265217391304347,Brooklyn Nets,L.Walker,Miami Heat,0,0.7565217391304347,Y,0.6363636363636364,1,0.6,1,0.6,1
15,16,M.Bridges o3.5 Ast,TheBMatt,102,0.51,1.0302,Brooklyn Nets,M.Bridges,Miami Heat,0,0.5202,Y,0.9,1,0.8,1,0.9,1
16,17,D.Robinson o15.5 Pts,cowhitchurch,-105,0.5,0.9761904761904762,Miami Heat,D.Robinson,Brooklyn Nets,1,0.4761904761904761,Y,0.6363636363636364,1,0.6,1,0.6,1
17,18,A.Wiggins o4.5 Rebs,SportsBookBreakers,-132,0.76,1.3357575757575757,Golden State Warriors,A.Wiggins,Oklahoma City Thunder,1,0.5757575757575757,Y,0.2727272727272727,0,0.4,0,0.3,0
18,19,C.Paul o9.5 Ast,Noto,-130,1.3,2.3,Golden State Warriors,C.Paul,Oklahoma City Thunder,1,0.9999999999999998,N,0.5833333333333334,1,0.8,1,0.6,1
19,20,C.Paul o14.5 Pts,cowhitchurch,100,0.5,1.0,Golden State Warriors,C.Paul,Oklahoma City Thunder,1,0.5,Y,0.1666666666666666,0,0.0,0,0.1,0
