Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
J.Hayes u18.5 Pts+Rebs+Ast,allanlemdfs,Los Angeles Lakers,Washington Wizards,0.0,0.9166666666666666,1,1.0,1,1.0,1,-127,0.64,1.1439370078740156,0.5039370078740156,J.Hayes
J.Clarkson o17.5 Pts+Rebs+Ast,FirefighterBets,Utah Jazz,Minnesota Timberwolves,1.0,0.782608695652174,1,0.8,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092,J.Clarkson
J.Clarkson o13.5 Pts+Rebs,Rotowire Sleeper,Utah Jazz,Minnesota Timberwolves,1.0,0.782608695652174,1,0.8,1,0.8,1,100,1.5,3.0,1.5,J.Clarkson
K.George o19.5 Pts+Rebs+Ast,gneiffer07_duplicate,Utah Jazz,Minnesota Timberwolves,1.0,0.7714285714285715,1,0.8,1,0.8,1,-120,1.2,2.2,1.0000000000000002,K.George
V.Krejci u3.5 Rebs,TopShelfAction,Atlanta Hawks,Cleveland Cavaliers,0.0,0.75,1,0.6,1,0.7,1,100,1.2,2.4,1.2,V.Krejci
W.Kessler o10.5 Rebs+Ast,Rotowire Sleeper,Utah Jazz,Minnesota Timberwolves,1.0,0.7428571428571429,1,0.8,1,0.8,1,100,1.5,3.0,1.5,W.Kessler
W.Carter o5.5 Rebs,Rotowire Sleeper,Orlando Magic,Portland Trail Blazers,0.0,0.7428571428571429,1,1.0,1,0.8,1,100,1.5,3.0,1.5,W.Carter
D.Ayton o13.5 Pts,CamIsMoney18,Portland Trail Blazers,Orlando Magic,1.0,0.6363636363636364,1,0.8,1,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,D.Ayton
E.Mobley u10.5 Rebs,TopShelfAction,Cleveland Cavaliers,Atlanta Hawks,1.0,0.6341463414634146,1,0.4,0,0.5,0,-135,1.7,2.95925925925926,1.2592592592592593,E.Mobley
D.Avdija u16.5 Pts,itsbucketsnba,Portland Trail Blazers,Orlando Magic,1.0,0.5909090909090909,1,0.4,0,0.5,0,-105,1.25,2.4404761904761902,1.1904761904761902,D.Avdija
A.Simons o23.5 Pts+Ast,Rotowire Prizepicks,Portland Trail Blazers,Orlando Magic,1.0,0.5813953488372093,1,0.8,1,0.6,1,100,1.5,3.0,1.5,A.Simons
A.Simons o18.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Orlando Magic,1.0,0.5581395348837209,1,0.8,1,0.6,1,100,1.5,3.0,1.5,A.Simons
Z.Edey u7.5 Rebs,TopShelfAction,Memphis Grizzlies,Houston Rockets,1.0,0.5454545454545454,1,0.6,1,0.7,1,-107,1.9,3.675700934579439,1.7757009345794392,Z.Edey
P.Banchero o4.5 Ast,TopShelfAction,Orlando Magic,Portland Trail Blazers,0.0,0.5,0,0.8,1,0.5,0,-120,1.7,3.1166666666666667,1.4166666666666667,P.Banchero
C.Sexton u25.5 Pts+Rebs+Ast,TopShelfAction,Utah Jazz,Minnesota Timberwolves,1.0,0.4651162790697674,0,0.0,0,0.0,0,-120,1.3,2.3833333333333337,1.0833333333333337,C.Sexton
J.Green o29.5 Pts+Rebs+Ast,ThePropfessor__duplicate,Houston Rockets,Memphis Grizzlies,0.0,0.4067796610169492,0,0.4,0,0.5,0,-125,1.25,2.25,1.0,J.Green
C.Sexton u17.5 Pts,itsbucketsnba,Utah Jazz,Minnesota Timberwolves,1.0,0.3953488372093023,0,0.0,0,0.0,0,-105,1.25,2.4404761904761902,1.1904761904761902,C.Sexton
J.Green o30.5 Pts+Rebs+Ast,FirefighterBets_duplicate,Houston Rockets,Memphis Grizzlies,0.0,0.3728813559322034,0,0.4,0,0.5,0,-120,1.0,1.8333333333333333,0.8333333333333335,J.Green
