Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,A.Horford u7.5 Rebs,GDAWG5000,-117,0.59,A.Horford,Boston Celtics,Dallas Mavericks,0,1.0942735042735043,0.5042735042735044,0.6951219512195121,1,0.8,1,0.7,1
5,A.Horford u7.5 Rebs,PropBomb,-117,1.17,A.Horford,Boston Celtics,Dallas Mavericks,0,2.17,1.0,0.6951219512195121,1,0.8,1,0.7,1
13,A.Horford u9.5 Rebs+Ast,cowhitchurch,-115,0.58,A.Horford,Boston Celtics,Dallas Mavericks,0,1.0843478260869563,0.5043478260869564,0.5975609756097561,1,0.6,1,0.6,1
6,J.Tatum o15.5 Rebs+Ast,the_degenerates,100,1.0,J.Tatum,Boston Celtics,Dallas Mavericks,0,2.0,1.0,0.3296703296703296,0,0.8,1,0.8,1
15,J.Holiday o10.5 Rebs+Ast,ActionIsland,-113,0.5,J.Holiday,Boston Celtics,Dallas Mavericks,0,0.9424778761061948,0.4424778761061947,0.4651162790697674,0,0.8,1,0.8,1
21,K.Irving u8.5 Rebs+Ast,cowhitchurch,-130,0.65,K.Irving,Dallas Mavericks,Boston Celtics,1,1.15,0.4999999999999999,0.3717948717948718,0,0.8,1,0.7,1
22,K.Irving u8.5 Rebs+Ast,GDAWG5000,-122,0.61,K.Irving,Dallas Mavericks,Boston Celtics,1,1.11,0.5000000000000001,0.3717948717948718,0,0.8,1,0.7,1
23,K.Irving u8.5 Rebs+Ast,PropBomb,-122,1.22,K.Irving,Dallas Mavericks,Boston Celtics,1,2.22,1.0000000000000002,0.3717948717948718,0,0.8,1,0.7,1
24,A.Horford u9.5 Rebs+Ast,JoeDellera,-130,1.0,A.Horford,Boston Celtics,Dallas Mavericks,0,1.7692307692307692,0.7692307692307692,0.5975609756097561,1,0.6,1,0.6,1
26,J.Holiday o10.5 Rebs+Ast,GDAWG5000,-113,0.57,J.Holiday,Boston Celtics,Dallas Mavericks,0,1.074424778761062,0.504424778761062,0.4651162790697674,0,0.8,1,0.8,1
7,K.Irving o4.5 Ast,charliedisturco,100,0.5,K.Irving,Dallas Mavericks,Boston Celtics,1,1.0,0.5,0.5384615384615384,1,0.4,0,0.3,0
14,L.Doncic o3.5 3pt M,ActionIsland,-125,0.5,L.Doncic,Dallas Mavericks,Boston Celtics,1,0.9,0.4,0.6,1,0.8,1,0.8,1
27,L.Doncic o3.5 3pt M,GDAWG5000,-112,0.56,L.Doncic,Dallas Mavericks,Boston Celtics,1,1.06,0.5,0.6,1,0.8,1,0.8,1
0,J.Brown o24.5 Pts,VegasRefund,-110,1.1,J.Brown,Boston Celtics,Dallas Mavericks,0,2.1,1.0,0.4482758620689655,0,0.4,0,0.6,1
1,J.Holiday o12.5 Pts,VegasRefund,-110,1.1,J.Holiday,Boston Celtics,Dallas Mavericks,0,2.1,1.0,0.4883720930232558,0,0.6,1,0.8,1
2,P.Pritchard o2.5 Pts,charliedisturco,-130,0.65,P.Pritchard,Boston Celtics,Dallas Mavericks,0,1.15,0.4999999999999999,0.8282828282828283,1,0.4,0,0.7,1
3,P.Pritchard o2.5 Pts,MikeRandle,-165,1.0,P.Pritchard,Boston Celtics,Dallas Mavericks,0,1.606060606060606,0.606060606060606,0.8282828282828283,1,0.4,0,0.7,1
6,D.White o15.5 Pts,the_degenerates,-107,1.07,D.White,Boston Celtics,Dallas Mavericks,0,2.0700000000000003,1.0000000000000002,0.4888888888888889,0,0.6,1,0.5,0
8,D.White o15.5 Pts,ActionIsland,-122,0.5,D.White,Boston Celtics,Dallas Mavericks,0,0.9098360655737704,0.4098360655737705,0.4888888888888889,0,0.6,1,0.5,0
9,S.Hauser o4.5 Pts,ActionIsland,-110,0.5,S.Hauser,Boston Celtics,Dallas Mavericks,0,0.9545454545454546,0.4545454545454546,0.7395833333333334,1,0.6,1,0.5,0
10,J.Brown o24.5 Pts,ActionIsland,-110,0.5,J.Brown,Boston Celtics,Dallas Mavericks,0,0.9545454545454546,0.4545454545454546,0.4482758620689655,0,0.4,0,0.6,1
11,D.Jones o5.5 Pts,charliedisturco,-114,0.57,D.Jones,Dallas Mavericks,Boston Celtics,1,1.0699999999999998,0.4999999999999999,0.65625,1,0.4,0,0.6,1
12,L.Doncic o32.5 Pts,VegasRefund,-112,1.12,L.Doncic,Dallas Mavericks,Boston Celtics,1,2.12,1.0,0.5111111111111111,1,0.2,0,0.3,0
14,D.Jones o5.5 Pts,gneiffer07,-110,1.1,D.Jones,Dallas Mavericks,Boston Celtics,1,2.1,1.0,0.65625,1,0.4,0,0.6,1
17,D.Jones o5.5 Pts,VegasRefund,-112,1.12,D.Jones,Dallas Mavericks,Boston Celtics,1,2.12,1.0,0.65625,1,0.4,0,0.6,1
18,D.White o15.5 Pts,JoeDellera,-108,0.5,D.White,Boston Celtics,Dallas Mavericks,0,0.962962962962963,0.462962962962963,0.4888888888888889,0,0.6,1,0.5,0
