Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
A.Edwards o36.5 Pts+Rebs+Ast,gneiffer07,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,A.Edwards
A.Edwards o38.5 Pts+Rebs+Ast,Mjaybrxd,Minnesota Timberwolves,Sacramento Kings,0.0,0.3333333333333333,0,0.4,0,0.3,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,A.Edwards
J.Embiid u36.5 Pts+Rebs+Ast,allanlemdfs,Philadelphia 76ers,Orlando Magic,0.0,1.0,1,1.0,1,1.0,1,-120.0,1.2,2.2,1.0000000000000002,J.Embiid
N.Vucevic o30.5 Pts+Rebs+Ast,Rotowire Prizepicks,Chicago Bulls,Cleveland Cavaliers,0.0,0.9166666666666666,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,N.Vucevic
T.Eason o15.5 Pts+Rebs,Rotowire Sleeper,Houston Rockets,Los Angeles Clippers,1.0,0.6666666666666666,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,T.Eason
R.Gobert o22.5 Pts+Rebs,GDAWG5000,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-104.0,0.52,1.02,0.5,R.Gobert
R.Gobert o22.5 Pts+Rebs,JoeDellera,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,R.Gobert
J.Allen o14.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Chicago Bulls,1.0,0.6923076923076923,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,J.Allen
C.Cunningham o34.5 Pts+Ast,PlayerPropSavant,Detroit Pistons,Toronto Raptors,0.0,0.3846153846153846,0,0.6,1,0.3,0,-111.0,1.11,2.1100000000000003,1.0000000000000002,C.Cunningham
E.Mobley o16.5 Pts,RoyalsProps,Cleveland Cavaliers,Chicago Bulls,1.0,0.4615384615384615,0,0.4,0,0.5,0,-125.0,1.25,2.25,1.0,E.Mobley
C.Cunningham o24.5 Pts,LinesAtLunch,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham
T.Harris u16.5 Pts,gneiffer07,Detroit Pistons,Toronto Raptors,0.0,0.6923076923076923,1,0.6,1,0.6,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,T.Harris
C.Cunningham o24.5 Pts,sandyplashkes,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham
C.Johnson o13.5 Pts,JoeDellera,Brooklyn Nets,New York Knicks,0.0,0.75,1,0.8,1,0.8,1,-125.0,1.0,1.8,0.8,C.Johnson
B.Hield o12.5 Pts,MJCLocks,Golden State Warriors,Memphis Grizzlies,1.0,0.7272727272727273,1,0.6,1,0.7,1,-102.0,1.02,2.02,1.0,B.Hield
B.Adebayo o18.5 Pts,kylemurray03,Miami Heat,Indiana Pacers,0.0,0.3,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,B.Adebayo
J.Brunson o26.5 Pts,RoyalsProps,New York Knicks,Brooklyn Nets,1.0,0.2727272727272727,0,0.2,0,0.3,0,-120.0,1.8,3.3000000000000003,1.5000000000000002,J.Brunson
B.Hield o14.5 Pts+Rebs,Rotowire Sleeper,Golden State Warriors,Memphis Grizzlies,1.0,0.7272727272727273,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,B.Hield
T.Eason o16.5 Pts+Rebs+Ast,Rotowire Sleeper,Houston Rockets,Los Angeles Clippers,1.0,0.6666666666666666,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,T.Eason
D.Vassell o17.5 Pts+Rebs,Rotowire Sleeper,San Antonio Spurs,Los Angeles Lakers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Vassell
R.Barrett o26.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,Detroit Pistons,1.0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,100.0,1.5,3.0,1.5,R.Barrett
C.Martin o16.5 Pts+Rebs+Ast,Rotowire Prizepicks,Philadelphia 76ers,Orlando Magic,0.0,0.7272727272727273,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Martin
J.Brunson o26.5 Pts,Mjaybrxd,New York Knicks,Brooklyn Nets,1.0,0.2727272727272727,0,0.2,0,0.3,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,J.Brunson
D.Booker u39.5 Pts+Rebs+Ast,allanlemdfs,Phoenix Suns,Oklahoma City Thunder,0.0,0.8333333333333334,1,1.0,1,0.8,1,-115.0,0.29,0.5421739130434782,0.2521739130434782,D.Booker
