,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,0,J.Holiday o6.5 Rebs,Noto,110,1.1,J.Holiday,Boston Celtics,Milwaukee Bucks,1,2.3100000000000005,1.2100000000000004,0.5714285714285714,1,0.6,1,0.6,1,Y
1,1,1,1,G.Antetokounmpo o4.5 Ast,JoeDellera,-136,0.18,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,0.3123529411764706,0.1323529411764706,0.4615384615384615,0,0.8,1,0.6,1,Y
2,2,2,2,D.White o19.5 Pts+Rebs+Ast,kylemurray03,-115,0.87,D.White,Boston Celtics,Milwaukee Bucks,1,1.6265217391304347,0.7565217391304347,0.6363636363636364,1,0.4,0,0.6,1,Y
3,3,3,3,G.Antetokounmpo o6.5 Ast,cowhitchurch,300,0.25,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.0,0.75,0.3076923076923077,0,0.8,1,0.4,0,N
4,4,4,4,G.Antetokounmpo o5.5 Ast,cowhitchurch,155,0.5,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.275,0.7749999999999999,0.3846153846153846,0,0.8,1,0.5,0,N
5,5,5,5,G.Antetokounmpo o4.5 Ast,cowhitchurch,-125,1.0,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.8,0.8,0.4615384615384615,0,0.8,1,0.6,1,Y
6,6,6,7,M.Conley u4.5 Ast,Noto,105,1.0,M.Conley,Minnesota Timberwolves,Philadelphia 76ers,1,2.05,1.0499999999999998,0.3846153846153846,0,0.2,0,0.3,0,N
7,9,9,11,R.Gobert o10.5 Rebs,SBK5065,-128,0.39,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,0.6946875,0.3046875,0.6153846153846154,1,0.4,0,0.5,0,Y
8,11,11,14,R.Gobert o10.5 Rebs,cowhitchurch,-135,1.0,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.7407407407407407,0.7407407407407407,0.6153846153846154,1,0.4,0,0.5,0,Y
9,12,12,15,R.Gobert o10.5 Rebs,JoeDellera,-113,0.88,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.6587610619469026,0.7787610619469026,0.6153846153846154,1,0.4,0,0.5,0,Y
10,15,15,18,B.Miller u20.5 Pts+Rebs,PropBetGuy,-105,1.0,B.Miller,Charlotte Hornets,Washington Wizards,1,1.9523809523809523,0.9523809523809524,0.75,1,0.8,1,0.8,1,Y
11,17,17,20,J.Poole o18.5 Pts,kylemurray03,-115,0.87,J.Poole,Washington Wizards,Charlotte Hornets,0,1.6265217391304347,0.7565217391304347,0.3076923076923077,0,0.2,0,0.3,0,Y
12,21,21,24,A.Sengun o35.5 Pts+Rebs+Ast,kylemurray03,-120,1.0,A.Sengun,Houston Rockets,Memphis Grizzlies,1,1.8333333333333333,0.8333333333333335,0.4166666666666667,0,0.6,1,0.4,0,N
13,22,22,25,J.Johnson u15.5 Pts,SBK5065,-110,0.5,J.Johnson,Atlanta Hawks,Brooklyn Nets,1,0.9545454545454546,0.4545454545454546,0.4615384615384615,0,0.2,0,0.4,0,Y
14,23,23,26,C.Johnson o4.5 Rebs,Noto,-125,1.0,C.Johnson,Brooklyn Nets,Atlanta Hawks,0,1.8,0.8,0.8333333333333334,1,0.8,1,0.8333333333333334,1,Y
15,24,24,27,L.Walker o14.5 Pts,JoeDellera,-110,1.0,L.Walker,Brooklyn Nets,Atlanta Hawks,0,1.9090909090909087,0.9090909090909092,0.5833333333333334,1,0.6,1,0.6,1,N
16,25,25,28,L.Walker o14.5 Pts,SBK5065,-110,1.0,L.Walker,Brooklyn Nets,Atlanta Hawks,0,1.9090909090909087,0.9090909090909092,0.5833333333333334,1,0.6,1,0.6,1,N
17,26,26,29,N.Claxton o8.5 Rebs,PropBomb,-122,1.0,N.Claxton,Brooklyn Nets,Atlanta Hawks,0,1.819672131147541,0.819672131147541,0.4,0,0.4,0,0.4,0,Y
18,27,27,30,N.Claxton o8.5 Rebs,JoeDellera,-122,0.82,N.Claxton,Brooklyn Nets,Atlanta Hawks,0,1.4921311475409835,0.6721311475409836,0.4,0,0.4,0,0.4,0,Y
19,28,28,31,D.Sabonis o6.5 Ast,kylemurray03,-130,1.0,D.Sabonis,Sacramento Kings,New Orleans Pelicans,0,1.7692307692307692,0.7692307692307692,0.6153846153846154,1,0.8,1,0.7,1,N
20,34,34,37,T.Prince o0.5 Stl,SBK5065,-110,0.55,T.Prince,Los Angeles Lakers,Dallas Mavericks,1,1.05,0.5,0.4615384615384615,0,0.6,1,0.5,0,N
21,35,35,38,C.LeVert o11.5 Pts,SBK5065,-106,0.5,C.LeVert,Cleveland Cavaliers,Miami Heat,1,0.9716981132075472,0.4716981132075472,0.7272727272727273,1,0.8,1,0.8,1,Y
